level_0,index,society,price,sector,price_per_sqft,area,property_type,areaWithType,super_built_up_area,built_up_area,carpet_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,servant room,pooja room,study room,others,store room,furnishing_type,luxary_score
1017,1042,bptp astaire gardens,1.8,sector 70a,9350.0,1925.0,flat,Built Up area: 1925 (178.84 sq.m.),,1925.0,,3.0,3.0,3 ,3.0,North-West,relatively new,0,0,1,0,0,1,135
1018,1043,dlf regal gardens,1.25,sector 90,7339.0,1703.0,flat,Super Built up area 1703(158.21 sq.m.),1702.956619,,,3.0,3.0,3 ,28.0,North,moderately old,1,0,0,0,0,1,38
1019,1044,,4.6,sector 14,20444.0,2250.0489141068283,house,Built Up area: 2250 (209.03 sq.m.),,2250.0,,1.0,1.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
1020,1045,unitech palms south city 1,9.25,sector 41,28549.0,3240.043434095765,house,Plot area 3240(301.01 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),,5000.0,4500.0,9.0,9.0,3+ ,4.0,North,moderately old,1,1,1,0,1,0,65
1021,1046,conscient elevate,4.02,sector 59,17500.0,2297.0,flat,Carpet area: 2295 (213.21 sq.m.),,,2295.0,3.0,3.0,1 ,3.0,,under construction,0,0,0,0,0,1,31
1022,1047,bestech park view grand spa,2.4,sector 81,9022.0,2660.0,flat,Super Built up area 2660(247.12 sq.m.),2659.974968,,,3.0,4.0,3+ ,8.0,North,new Property,1,0,1,0,0,0,167
1023,1048,indiabulls enigma,3.7,sector 110,10882.0,3400.0,flat,Super Built up area 3400(315.87 sq.m.),3399.993093,,,4.0,5.0,3 ,7.0,South-West,relatively new,1,0,0,0,0,1,156
1024,1049,vipul lavanya,0.6,sector 81,6666.0,900.0,flat,Carpet area: 900 (83.61 sq.m.),,,900.0,2.0,2.0,1 ,0.0,East,relatively new,0,0,0,0,0,1,49
1025,1050,raheja vedas,2.15,sector 108,4134.0,5201.0,flat,Super Built up area 5200(483.1 sq.m.)Built Up area: 4600 sq.ft. (427.35 sq.m.)Carpet area: 4000 sq.ft. (371.61 sq.m.),5200.04009,4600.0,4000.0,3.0,4.0,3+ ,12.0,East,relatively new,0,0,1,0,0,1,0
1026,1051,hcbs sports ville,0.29,sohna road,5587.0,519.0,flat,Carpet area: 519 (48.22 sq.m.),,,519.0,2.0,2.0,1 ,4.0,,relatively new,0,0,0,0,0,1,44
1027,1052,bestech park view city,4.25,sector 48,9334.0,4553.0,flat,Super Built up area 4553(422.99 sq.m.),4553.022061,,,4.0,5.0,3+ ,14.0,,moderately old,0,0,1,0,0,0,81
1028,1054,shree vardhman flora,0.92,sector 90,4906.0,1875.0,flat,Super Built up area 1875(174.19 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1874.9637409999998,,1161.0,3.0,4.0,3 ,4.0,North-East,relatively new,1,0,0,0,0,1,116
1029,1055,tata primanti,5.0,sector 72,11363.0,4400.0,flat,Super Built up area 4400(408.77 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4399.959403,4000.0,3500.0,4.0,4.0,3+ ,2.0,North-East,new Property,1,0,1,0,1,0,174
1030,1056,,3.15,sector 57,20349.0,1547.9876160990711,house,Plot area 172(143.81 sq.m.),,1548.0,,5.0,4.0,3+ ,2.0,North-East,moderately old,0,0,0,0,1,0,60
1031,1057,emaar mgf emerald estate,1.3,sector 65,20602.0,631.0,flat,Super Built up area 1020(94.76 sq.m.)Carpet area: 631 sq.ft. (58.62 sq.m.),1019.987164,,631.0,2.0,2.0,2 ,7.0,West,relatively new,0,0,1,0,0,1,78
1032,1058,m3m woodshire,0.9,sector 107,6590.0,1366.0,flat,Super Built up area 1366(126.91 sq.m.),1366.046549,,,2.0,2.0,3+ ,10.0,,relatively new,0,0,0,1,0,0,49
1033,1059,sonata group housing gh 24,1.65,manesar,5892.0,2800.0,flat,Carpet area: 2800 (260.13 sq.m.),,,2800.0,4.0,3.0,3 ,8.0,,new Property,1,0,0,0,0,1,20
1034,1060,signature global solera,0.36,sector 107,6569.0,548.0,flat,Super Built up area 548(50.91 sq.m.),547.990149,,,2.0,2.0,1 ,9.0,South,relatively new,0,0,0,0,0,1,28
1035,1061,pareena coban residences,1.3,sector 99a,6510.0,1997.0,flat,Built Up area: 1997 (185.53 sq.m.),,1997.0,,3.0,3.0,0 ,16.0,,undefined,0,0,0,0,0,1,0
1036,1062,puri diplomatic greens,2.65,sector 111,11963.0,2215.0,flat,Super Built up area 2215(205.78 sq.m.),2214.9953419999997,,,3.0,4.0,3+ ,19.0,South-East,relatively new,1,1,1,0,1,0,65
1037,1063,ild grand centra,0.95,sector 37c,5220.0,1820.0,flat,Built Up area: 1820 (169.08 sq.m.),,1820.0,,3.0,1.0,0 ,0.0,,undefined,0,0,0,0,0,1,0
1038,1064,ss the leaf,1.65,sector 85,6852.0,2408.0,flat,Super Built up area 2408(223.71 sq.m.),2407.992069,,,3.0,4.0,3 ,9.0,,new Property,0,1,0,0,0,1,21
1039,1065,suncity vatsal valley,1.45,gwal pahari,10139.0,1430.0,flat,Built Up area: 1430 (132.85 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),,1430.0,760.0,3.0,3.0,3 ,4.0,,under construction,0,0,0,0,0,1,49
1040,1066,vipul world,3.35,sector 48,5583.0,6000.35823034211,house,Built Up area: 6000 (557.42 sq.m.),,6000.0,,6.0,5.0,3+ ,3.0,South,undefined,0,0,0,0,0,1,53
1041,1067,signature global city 81,0.75,sector 81,6849.0,1095.0503723171266,house,Plot area 1095(101.73 sq.m.),,1095.0,,3.0,2.0,3 ,4.0,East,under construction,0,0,1,0,0,1,97
1042,1068,tulip violet,1.76,sector 69,9513.0,1850.0,flat,Super Built up area 1850(171.87 sq.m.),1849.991493,,,3.0,4.0,2 ,0.0,South-West,relatively new,0,0,0,0,0,1,157
1043,1069,breez global hill view,0.3,sohna road,5403.0,555.0,flat,Super Built up area 655(60.85 sq.m.)Carpet area: 555 sq.ft. (51.56 sq.m.),654.983315,,555.0,2.0,2.0,2 ,6.0,North-East,new Property,0,0,0,0,0,1,109
1044,1070,tulip violet,1.66,sector 69,10134.0,1638.0,flat,Super Built up area 1638(152.18 sq.m.),1638.050302,,,3.0,3.0,2 ,0.0,South-West,relatively new,0,0,0,0,0,1,157
1045,1071,apex builders,0.42,sector 37c,5600.0,750.0,flat,Carpet area: 750 (69.68 sq.m.),,,750.0,2.0,2.0,2 ,4.0,North,relatively new,0,0,0,0,0,1,42
1046,1072,puri diplomatic greens,3.7,sector 111,12542.0,2950.0,flat,Super Built up area 2950(274.06 sq.m.)Built Up area: 2650 sq.ft. (246.19 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),2949.9544339999998,2650.0,2450.0,4.0,5.0,3+ ,12.0,South-East,relatively new,1,0,0,0,0,0,158
1047,1073,sidhartha ncr one phase,0.43,sector 95,3152.0,1364.0,flat,Super Built up area 1364(126.72 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),1364.0014079999999,1300.0,1020.0,2.0,2.0,2 ,6.0,North,relatively new,0,0,0,0,0,1,120
1048,1074,emaar gurgaon greens,1.6,sector 102,9696.0,1650.0,flat,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1649.9982309999998,,1022.58,3.0,3.0,3 ,8.0,,relatively new,0,0,0,0,0,1,46
1049,1075,umang winter hills,1.35,sector 77,7780.0,1735.0,flat,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),1735.033041,,1199.0,3.0,3.0,3+ ,7.0,,new Property,0,0,0,0,1,0,96
1050,1076,vatika the seven lamps,0.81,sector 82,6192.0,1308.0,flat,Super Built up area 1300(120.77 sq.m.),1299.956203,,,2.0,2.0,2 ,15.0,West,relatively new,0,0,0,0,0,0,117
1051,1077,dlf new town heights,1.3,sector 90,6735.0,1930.0,flat,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),1929.96727,1929.0,1928.0,3.0,3.0,3+ ,10.0,South,relatively new,1,1,0,0,0,0,129
1052,1078,emaar gurgaon greens,1.42,sector 102,8606.0,1650.0,flat,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1649.9982309999998,,1022.58,3.0,3.0,3 ,7.0,East,relatively new,1,0,0,0,0,1,128
1053,1079,vatika signature villas,5.0,sector 82,15432.0,3240.020736132711,house,Plot area 360(301.01 sq.m.),,3240.0,,4.0,4.0,3+ ,3.0,East,relatively new,1,1,0,0,1,1,24
1054,1080,godrej nature plus serenity,1.39,sector 33,11583.0,1200.0,flat,Carpet area: 1200 (111.48 sq.m.),,,1200.0,3.0,2.0,3+ ,23.0,East,under construction,0,0,0,0,0,1,105
1055,1081,shree vardhman flora,0.92,sector 90,4717.0,1950.0,flat,Carpet area: 1950 (181.16 sq.m.),,,1950.0,3.0,3.0,2 ,6.0,North,relatively new,0,0,1,0,0,0,49
1056,1082,mapsko mount ville,1.4,sector 79,9395.0,1490.0,flat,Carpet area: 1490 (138.43 sq.m.),,,1490.0,3.0,3.0,3 ,2.0,North,new Property,0,0,0,0,0,0,112
1057,1083,dlf park place,6.75,sector 54,24963.0,2704.0,flat,Super Built up area 2704(251.21 sq.m.)Carpet area: 1534 sq.ft. (142.51 sq.m.),2703.999319,,1534.0,4.0,4.0,2 ,8.0,North,moderately old,1,0,0,0,0,2,135
1058,1084,unitech heritage city,4.26,sector 14,13108.0,3250.0,flat,Built Up area: 3250 (301.93 sq.m.),,3250.0,,4.0,4.0,0 ,9.0,,undefined,0,0,0,0,0,1,0
1059,1085,m3m golfestate,5.9,sector 65,17543.0,3363.0,flat,Super Built up area 3363(312.43 sq.m.),3362.965277,,,3.0,3.0,3 ,9.0,,moderately old,0,0,1,0,0,2,21
1060,1086,the cocoon,2.0,dwarka expressway,13333.0,1500.0,flat,Super Built up area 1500(139.35 sq.m.),1499.949465,,,3.0,3.0,3 ,5.0,,new Property,0,0,0,0,0,1,0
1061,1087,godrej oasis,1.5,sector 88a,8108.0,1850.0,flat,Carpet area: 1850 (171.87 sq.m.),,,1850.0,3.0,3.0,2 ,3.0,,relatively new,0,0,0,0,0,1,47
1062,1088,central park flower valley aqua front towers,1.7,sector 33,9449.0,1799.0,flat,Super Built up area 1799(167.13 sq.m.)Carpet area: 1590 sq.ft. (147.72 sq.m.),1798.970607,,1590.0,3.0,3.0,3+ ,5.0,East,new Property,0,0,0,0,0,0,44
1063,1089,aipl the peaceful homes,2.5,sector 70a,10638.0,2350.0,flat,Super Built up area 2350(218.32 sq.m.),2349.974648,,,3.0,4.0,3 ,8.0,South,relatively new,1,0,0,0,1,0,174
1064,1090,unitech espace,7.42,sector 50,34351.0,2160.053564670606,house,Plot area 2160(200.67 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.),,3200.0,,4.0,4.0,3 ,2.0,West,old property,0,0,0,0,0,0,88
1065,1091,dlf the ultima,2.25,sector 81,10553.0,2132.0,flat,Super Built up area 2132(198.07 sq.m.),2132.0056729999997,,,3.0,3.0,3+ ,6.0,East,new Property,1,0,0,0,0,2,168
1066,1092,,1.55,sector 7,13889.0,1115.991072071423,house,Plot area 120(100.34 sq.m.),,1080.0,,2.0,2.0,2 ,1.0,East,moderately old,0,0,0,0,0,0,52
1067,1093,dlf express greens,1.2,manesar,6505.0,1845.0,flat,Super Built up area 1845(171.41 sq.m.),1845.0400989999998,,,3.0,4.0,2 ,5.0,East,relatively new,1,0,0,1,0,1,43
1068,1094,ramprastha primera,1.02,sector 37d,6000.0,1700.0,flat,Super Built up area 1700(157.94 sq.m.),1700.050366,,,3.0,2.0,3 ,22.0,,under construction,0,0,0,0,0,1,43
1069,1095,suncity vatsal valley,1.38,gwal pahari,12212.0,1130.0,flat,Built Up area: 1130 (104.98 sq.m.),,1130.0,,2.0,2.0,2 ,4.0,East,under construction,0,0,0,0,0,0,133
1070,1096,bestech park view sanskruti,1.9,sector 92,8172.0,2325.0,flat,Super Built up area 2325(216 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),2325.0024,1920.0,1750.0,4.0,4.0,3+ ,10.0,West,relatively new,1,1,1,1,0,1,49
1071,1097,shapoorji pallonji joyville gurugram,2.12,sector 102,16960.0,1250.0,flat,Built Up area: 1852 (172.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),,1852.0,1250.0,3.0,3.0,3 ,9.0,,relatively new,0,0,0,0,0,1,72
1072,1098,imperia the esfera,0.86,sector 37c,5449.0,1578.0,flat,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),1577.9877399999998,,1310.0,2.0,3.0,3 ,9.0,South-East,relatively new,0,0,1,1,0,1,49
1073,1099,city heights,1.75,sector 39,8750.0,2000.0,flat,Carpet area: 2000 (185.81 sq.m.),,,2000.0,3.0,4.0,3 ,3.0,,old property,1,0,0,0,0,2,42
1074,1100,bptp astaire gardens,1.7,sector 70a,8947.0,1900.0,flat,Carpet area: 1900 (176.52 sq.m.),,,1900.0,4.0,3.0,3 ,1.0,North-East,relatively new,0,0,0,0,0,0,49
1075,1101,sare crescent parc,0.95,sector 92,5013.0,1895.0,flat,Built Up area: 1895 (176.05 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),,1895.0,1500.0,4.0,5.0,3+ ,13.0,North,undefined,0,0,0,0,0,1,0
1076,1102,,16.0,sector 25,59259.0,2700.01181255168,house,Plot area 350(292.64 sq.m.)Built Up area: 325 sq.yards (271.74 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),,2925.0,2700.0,16.0,16.0,3+ ,4.0,West,new Property,1,1,1,0,1,2,72
1077,1103,corona optus,1.43,sector 37c,7185.0,1990.0,flat,Super Built up area 1990(184.88 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),1990.029832,,1700.0,3.0,3.0,3+ ,2.0,North-West,relatively new,1,0,1,1,0,1,49
1078,1104,,0.8,sector 69,10484.0,763.0675314765357,house,Built Up area: 763 (70.89 sq.m.),,763.0,,1.0,1.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
1079,1105,m3m woodshire,1.7,sector 107,6141.0,2768.0,flat,Super Built up area 2768(257.16 sq.m.),2768.0445240000004,,,4.0,5.0,3+ ,9.0,South,relatively new,1,0,0,0,0,1,79
1080,1106,,3.49,sector 57,20197.0,1727.979402881616,house,Plot area 192(160.54 sq.m.),,1728.0,,4.0,4.0,2 ,3.0,South-East,moderately old,1,1,1,0,0,0,49
1081,1107,ss the leaf,1.85,sector 85,6578.0,2812.0,flat,Super Built up area 2812(261.24 sq.m.),2811.961236,,,4.0,5.0,3+ ,1.0,North-West,relatively new,0,0,0,0,0,1,95
1082,1108,lavanya apartments,0.9,sector 81,5056.0,1780.0,flat,Built Up area: 1780 (165.37 sq.m.),,1780.0,,3.0,3.0,0 ,7.0,,undefined,0,0,0,0,0,1,0
1083,1109,signature global orchard avenue,0.4,sector 93,5479.0,730.0,flat,Built Up area: 730 (67.82 sq.m.),,730.0,,2.0,2.0,0 ,0.0,,undefined,0,0,0,0,0,1,0
1084,1110,vatika city,3.6,sector 49,11920.0,3020.0,flat,Carpet area: 3020 (280.57 sq.m.),,,3020.0,4.0,5.0,3 ,7.0,,moderately old,1,1,0,0,0,2,15
1085,1111,ats triumph,2.55,sector 104,13076.0,1950.0,flat,Super Built up area 3150(292.64 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),3149.9476959999997,,1950.0,4.0,4.0,3+ ,21.0,East,relatively new,1,0,0,0,0,1,150
1086,1112,conscient heritage max,2.5,sector 102,11633.0,2149.0,flat,Super Built up area 2149(199.65 sq.m.),2149.012635,,,3.0,4.0,3+ ,25.0,North-East,new Property,1,0,1,0,0,0,56
1087,1113,tulip violet,1.55,sector 69,9822.0,1578.0,flat,Super Built up area 1578(146.6 sq.m.),1577.9877399999998,,,3.0,3.0,2 ,0.0,West,relatively new,0,1,0,0,0,0,129
1088,1114,mapsko paradise,0.95,sector 83,6300.0,1508.0,flat,Carpet area: 1340 (124.49 sq.m.),,,1340.0,3.0,3.0,3 ,1.0,,moderately old,0,0,0,0,0,1,0
1089,1115,sbtl caladium,1.63,sector 109,6404.0,2545.0,flat,Super Built up area 2545(236.44 sq.m.),2545.0165159999997,,,3.0,3.0,2 ,8.0,North-West,relatively new,1,0,0,0,0,1,159
1090,1116,pareena coban residences,1.45,sector 99a,7260.0,1997.0,flat,Super Built up area 1997(185.53 sq.m.),1997.026367,,,3.0,5.0,3 ,11.0,,relatively new,1,0,0,1,0,0,49
1091,1117,lotus homz,0.36,sector 111,8888.0,405.0,flat,Carpet area: 405 (37.63 sq.m.),,,405.0,1.0,1.0,1 ,10.0,,relatively new,0,0,0,0,0,1,44
1092,1118,m3m woodshire,1.3,sector 107,10815.0,1202.0,flat,Super Built up area 1943(180.51 sq.m.)Carpet area: 1202 sq.ft. (111.67 sq.m.),1942.9915889999997,,1202.0,3.0,3.0,3 ,7.0,,relatively new,0,1,0,0,0,1,89
1093,1119,eldeco accolade,0.72,sohna road,4975.0,1447.0,flat,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),1457.001504,,849.0,2.0,2.0,3+ ,12.0,East,relatively new,0,0,1,0,0,1,152
1094,1120,dlf new town heights,2.0,sector 91,6967.0,2871.0,flat,Super Built up area 2727(253.35 sq.m.),2727.034065,,,4.0,4.0,3+ ,16.0,East,moderately old,1,1,1,0,0,1,65
1095,1122,godrej oasis,1.45,sector 88a,8082.0,1794.0,flat,Carpet area: 1794 (166.67 sq.m.),,,1794.0,3.0,3.0,3 ,12.0,,relatively new,0,0,0,0,0,1,49
1096,1123,pivotal devaan,0.34,sector 84,5831.0,583.0,flat,Super Built up area 583(54.16 sq.m.)Carpet area: 484 sq.ft. (44.97 sq.m.),582.972824,,484.0,2.0,2.0,1 ,3.0,East,relatively new,0,0,0,0,1,1,75
1097,1124,shapoorji pallonji joyville gurugram,2.12,sector 102,16960.0,1250.0,flat,Built Up area: 1852 (172.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),,1852.0,1250.0,3.0,3.0,3 ,9.0,,relatively new,0,0,0,0,0,1,72
1098,1125,signature global solera,0.28,sector 107,5828.0,480.0,flat,Carpet area: 489 (45.43 sq.m.),,,489.0,2.0,2.0,2 ,11.0,South,relatively new,0,0,0,0,0,1,45
1099,1126,shree vardhman victoria,1.6,sector 70,8205.0,1950.0,flat,Carpet area: 1950 (181.16 sq.m.),,,1950.0,3.0,5.0,3 ,6.0,West,relatively new,1,0,0,0,0,1,174
1100,1127,emaar mgf palm hills,1.08,sector 77,5400.0,2000.0,flat,Super Built up area 2000(185.81 sq.m.),2000.0402589999999,,,3.0,4.0,3+ ,5.0,South-West,relatively new,1,0,1,1,0,0,167
1101,1128,ambience lagoon,4.25,sector 24,13281.0,3200.0,flat,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3199.999831,,3156.0,3.0,4.0,3+ ,3.0,East,old property,1,0,0,0,1,0,131
1102,1129,sare green parc,0.85,sector 92,6538.0,1300.0,flat,Built Up area: 1300 (120.77 sq.m.),,1300.0,,3.0,2.0,2 ,20.0,,undefined,0,0,0,0,0,1,0
1103,1130,,3.5,sector 38,20323.0,1722.186685036658,house,Plot area 160,,1712.0,,3.0,2.0,2 ,1.0,East,moderately old,0,0,0,0,0,1,0
1104,1131,,9.25,sector 31,39530.0,2339.99494055148,house,Plot area 265(221.57 sq.m.)Built Up area: 262 sq.yards (219.07 sq.m.)Carpet area: 260 sq.yards (217.39 sq.m.),,2358.0,2340.0,12.0,12.0,3+ ,4.0,North-East,new Property,1,1,0,1,0,2,49
1105,1132,dlf regal gardens,1.26,sector 90,7636.0,1650.0,flat,Super Built up area 1744(162.02 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.),1743.9670780000001,1650.0,,3.0,3.0,2 ,12.0,North,relatively new,0,0,0,1,0,1,8
1106,1133,m3m heights,2.0,sector 65,13957.0,1433.0,flat,Built Up area: 1433 (133.13 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),,1433.0,1000.0,2.0,2.0,2 ,32.0,,undefined,0,0,0,0,0,1,48
1107,1134,vipul tatvam villa,6.4,sector 48,24691.0,2592.037584544976,house,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),,2160.0,1800.0,3.0,4.0,3 ,2.0,North,relatively new,1,0,1,0,1,0,148
1108,1135,tulip violet,1.68,sector 69,8348.0,2012.0,flat,Super Built up area 2010(186.74 sq.m.),2010.050686,,,4.0,4.0,2 ,1.0,South-West,relatively new,0,1,0,0,0,1,102
1109,1136,,5.5,sohna road road,5093.0,10799.136069114473,house,Plot area 1200(1003.35 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),,31500.0,,3.0,3.0,3+ ,2.0,West,moderately old,1,1,1,1,0,1,49
1110,1137,,3.3,sector 4,14667.0,2249.948864798527,house,Plot area 250(209.03 sq.m.),,2250.0,,3.0,3.0,2 ,1.0,North-East,old property,0,0,0,0,0,1,34
1111,1138,dlf floors phase 3,3.51,sector 24,12342.0,2843.9474963539133,house,Plot area 316(264.22 sq.m.),,2844.0,,4.0,4.0,3 ,4.0,East,new Property,1,1,1,0,1,0,160
1112,1139,signature andour heights,0.6,sector 71,10000.0,600.0,flat,Super Built up area 600(55.74 sq.m.)Carpet area: 514 sq.ft. (47.75 sq.m.),599.979786,,514.0,2.0,2.0,1 ,5.0,South-West,relatively new,0,1,0,0,0,1,59
1113,1140,madan puri,0.75,sector 7,12500.0,600.0,house,Plot area 600(55.74 sq.m.),,600.0,,3.0,5.0,3 ,3.0,South-East,moderately old,0,0,0,0,0,1,0
1114,1141,vatika gurgaon,1.1,sector 83,6051.0,1818.0,flat,Super Built up area 1735(161.19 sq.m.),1735.033041,,,3.0,3.0,3 ,12.0,North,relatively new,1,0,0,0,0,0,66
1115,1142,ramsons kshitij,0.33,sector 95,3911.0,844.0,flat,Super Built up area 767(71.26 sq.m.),767.035514,,,2.0,2.0,1 ,14.0,South,new Property,0,0,0,1,0,0,79
1116,1143,pareena coban residences,1.6,sector 99a,8000.0,2000.0,flat,Super Built up area 2000(185.81 sq.m.),2000.0402589999999,,,3.0,3.0,3 ,6.0,,under construction,0,0,0,0,0,1,0
1117,1144,pareena laxmi apartments,0.32,sector 99a,5786.0,553.0,flat,Super Built up area 553(51.38 sq.m.)Carpet area: 453.5 sq.ft. (42.13 sq.m.),553.049182,,453.5,2.0,2.0,2 ,11.0,,new Property,0,0,0,0,0,1,66
1118,1145,paras dews,1.32,sector 106,5605.0,2355.0,flat,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),2355.033681,1535.0,1403.0,4.0,5.0,3+ ,11.0,South-West,relatively new,1,0,0,0,0,1,49
1119,1148,shree vardhman flora,0.64,sector 90,4923.0,1300.0,flat,Super Built up area 1300(120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),1299.956203,,1100.0,2.0,2.0,3 ,6.0,East,old property,0,0,1,0,0,1,103
1120,1149,ashiana anmol,0.9,sohna road,9463.0,951.0,flat,Super Built up area 1275(118.45 sq.m.)Carpet area: 951 sq.ft. (88.35 sq.m.),1274.983955,,951.0,2.0,2.0,2 ,13.0,South,relatively new,0,0,0,0,0,2,120
1121,1150,suncity vatsal valley,1.0,gwal pahari,13340.0,750.0,flat,Carpet area: 750 (69.68 sq.m.),,,750.0,2.0,2.0,2 ,3.0,,new Property,0,0,0,0,0,0,13
1122,1151,vatika lifestyle homes,1.05,sector 83,5982.0,1755.0,flat,Super Built up area 1755(163.04 sq.m.),1754.946256,,,3.0,3.0,2 ,14.0,South-West,relatively new,1,1,1,0,1,0,174
1123,1152,eldeco accolade,0.72,sohna road,5735.0,1255.0,flat,Carpet area: 1264 (117.43 sq.m.),,,1264.0,2.0,2.0,3 ,8.0,West,relatively new,0,0,0,0,0,1,153
1124,1154,orchid petals,2.09,sector 49,11578.0,1805.0,flat,Super Built up area 1805(167.69 sq.m.),1804.9983909999999,,,3.0,3.0,3 ,0.0,South,relatively new,0,0,0,0,0,1,49
1125,1155,smart world orchard,1.41,sector 61,12250.0,1151.0,flat,Built Up area: 1150 (106.84 sq.m.),,1150.0,,2.0,2.0,2 ,2.0,,old property,0,0,1,0,0,1,76
1126,1156,,4.5,sector 43,39062.0,1152.014745788746,house,Plot area 128(107.02 sq.m.),,1152.0,,20.0,20.0,3+ ,4.0,East,relatively new,1,0,0,0,0,2,22
1127,1157,tulip orange,1.0,sector 70,10309.0,970.0,flat,Carpet area: 970 (90.12 sq.m.),,,970.0,3.0,2.0,2 ,3.0,,moderately old,0,0,0,0,0,1,58
1128,1158,,1.1,sector 3 phase 2,10000.0,1100.0,house,Built Up area: 1100 (102.19 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),,1100.0,900.0,5.0,4.0,2 ,1.0,East,undefined,0,0,0,0,0,1,0
1129,1159,,5.0,sector 40,21124.0,2366.9759515243327,house,Plot area 263(219.9 sq.m.),,2367.0,,9.0,9.0,3+ ,3.0,North-West,moderately old,1,0,0,0,1,0,83
1130,1160,godrej icon,1.75,sector 88a,1384.0,12645.0,flat,Carpet area: 1175.11,,12572.5,,3.0,3.0,3+ ,6.0,,new Property,0,0,0,0,0,1,55
1131,1161,ss the leaf,2.13,sector 85,7574.0,2812.0,flat,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2811.961236,2600.0,2200.0,4.0,4.0,3 ,2.0,North,relatively new,0,0,0,0,0,1,49
1132,1162,ashiana mulberry,0.74,sohna road,6200.0,1194.0,flat,Carpet area: 1210 (112.41 sq.m.),,,1210.0,2.0,2.0,3+ ,12.0,North-West,new Property,0,0,0,0,0,1,67
1133,1163,indiabulls enigma,4.25,sector 110,10953.0,3880.0,flat,Super Built up area 3880(360.46 sq.m.),3879.9553939999996,,,5.0,5.0,3+ ,4.0,East,relatively new,1,0,0,0,0,1,101
1134,1164,,0.89,sector 81,8127.0,1095.1150486034207,house,Built Up area: 1095 (101.73 sq.m.),,1095.0,,1.0,1.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
1135,1165,bestech park view grand spa,2.3,sector 81,8646.0,2660.0,flat,Super Built up area 2660(247.12 sq.m.)Built Up area: 2280 sq.ft. (211.82 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),2659.974968,2280.0,1950.0,3.0,4.0,3+ ,7.0,East,relatively new,1,0,0,0,0,0,49
1136,1166,ramprastha the atrium,0.9,sector 37d,6225.0,1446.0,flat,Super Built up area 1285(119.38 sq.m.)Built Up area: 1185 sq.ft. (110.09 sq.m.)Carpet area: 975 sq.ft. (90.58 sq.m.),1284.9943819999999,1185.0,975.0,3.0,3.0,2 ,13.0,South-East,relatively new,0,0,0,0,0,2,37
1137,1167,dlf regency park,2.3,sector 28,11817.0,1946.0,flat,Built Up area: 1777 (165.09 sq.m.),,1777.0,,3.0,3.0,3 ,7.0,North-East,moderately old,1,0,0,0,0,1,117
